platform,owner,repo,id,created,updated,default_branch,#stars,#forks
Forgejo,talon0334,onyx-system-utopis-station,405963,2025-04-02T16:22:27Z,2025-05-08T11:56:01Z,main,0,0
Forgejo,forgejo,forgejo,73144,2022-11-06T06:24:57Z,2025-05-08T11:55:47Z,forgejo,2260,375
Forgejo,OpenBSD,ports,124419,2023-07-09T05:16:42Z,2025-05-08T11:55:20Z,master,18,2
Forgejo,khurozov,dotfiles,311901,2025-01-27T07:41:58Z,2025-05-08T11:55:19Z,main,0,0
Forgejo,dull_ok,CSC_208,318348,2025-02-04T13:03:39Z,2025-05-08T11:55:15Z,main,0,0
Forgejo,OpenBSD,src,124417,2023-07-09T05:13:08Z,2025-05-08T11:55:14Z,master,31,1
Forgejo,xinghaizhang,zhiboyuan,208093,2024-04-15T05:26:50Z,2025-05-08T11:55:11Z,main,0,0
Forgejo,comaps,website,398502,2025-03-30T07:23:03Z,2025-05-08T11:53:56Z,master,3,3
Forgejo,pin,netbsd,136954,2023-08-19T10:28:56Z,2025-05-08T11:53:42Z,main,0,1
Forgejo,richardschembri,turboluzzu,283765,2024-11-24T04:47:50Z,2025-05-08T11:53:14Z,main,0,0
Forgejo,PGPainless,pgpainless,6,2018-07-17T21:51:30Z,2025-05-08T11:53:09Z,main,22,0
Forgejo,GateNetwork,gate,147951,2023-09-25T12:28:42Z,2025-05-08T11:53:05Z,main,6,1
Forgejo,addison,nix-config,242774,2024-08-05T12:20:41Z,2025-05-08T11:53:02Z,main,0,0
Forgejo,retiolus,natinfo,460889,2025-04-23T19:22:05Z,2025-05-08T11:52:07Z,main,0,0
Forgejo,aylac,supercoolclient,365427,2025-02-24T04:34:40Z,2025-05-08T11:51:48Z,main,0,0
Forgejo,narayana,another.im-ios,373424,2025-03-05T22:31:59Z,2025-05-08T11:50:55Z,master,0,0
Forgejo,Tournesol,PKGBUILDs,382561,2025-03-13T15:56:42Z,2025-05-08T11:50:29Z,main,0,0
Forgejo,HeiGIT,ors-ptr,405360,2025-04-02T09:21:31Z,2025-05-08T11:50:05Z,main,1,0
Forgejo,aerkkila,nctplot,146239,2023-09-20T16:54:14Z,2025-05-08T11:49:25Z,master,0,0
Forgejo,SamWhited,contradances,60559,2022-08-22T16:28:29Z,2025-05-08T11:48:36Z,main,0,0
Forgejo,vivi-ui,pages,231383,2024-07-01T05:31:48Z,2025-05-08T11:48:35Z,main,0,0
Forgejo,jjba23,sss,285400,2024-11-28T20:53:31Z,2025-05-08T11:48:23Z,trunk,36,6
Forgejo,kuo,KK,298285,2025-01-02T13:51:42Z,2025-05-08T11:48:10Z,main,0,0
Forgejo,qingjuys,qingjuys,301274,2025-01-09T06:12:17Z,2025-05-08T11:45:50Z,main,0,0
Forgejo,lrocket,lrc,204131,2024-04-01T19:40:53Z,2025-05-08T11:45:19Z,main,4,0
Forgejo,PackageFactory,component-engine,252162,2024-08-28T15:15:00Z,2025-05-08T11:45:02Z,1.0,0,0
Forgejo,venomlinux,nonfree,292057,2024-12-17T20:16:43Z,2025-05-08T11:44:44Z,main,0,1
