platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors,#issues,#pull_requests
Forgejo,sthagen,laskea,59196,2022-08-15T05:18:09Z,2025-04-14T10:33:45Z,default,0,0,1391348.0,MIT,Python,"{""Makefile"": {""size"": 3168, ""percentage"": ""2.39""}, ""Python"": {""size"": 124054, ""percentage"": ""93.42""}, ""Shell"": {""size"": 5565, ""percentage"": ""4.19""}}",4186.0,1.0,1.0,,
Forgejo,xy081,ys,316726,2025-02-02T05:52:44Z,2025-04-12T00:51:49Z,main,0,0,3955781.0,,JavaScript,"{""JavaScript"": {""size"": 308962, ""percentage"": ""100.00""}}",31.0,1.0,1.0,0.0,0.0
Forgejo,cage,ediaf-tutorial,416879,2025-04-06T14:27:56Z,2025-04-08T17:52:11Z,master,0,0,105942.0,GPL-3.0,Common Lisp,"{""Common Lisp"": {""size"": 18326, ""percentage"": ""100.00""}}",2.0,1.0,1.0,0.0,0.0
Forgejo,photonsphere,RabobankSepa,412487,2025-04-05T09:52:00Z,2025-04-05T11:04:09Z,master,0,0,468380.0,GPL-3.0,Clojure,"{""Clojure"": {""size"": 9568, ""percentage"": ""100.00""}}",33.0,1.0,3.0,0.0,0.0
Forgejo,llamaWol,login-manager,434396,2025-04-13T12:29:37Z,2025-04-13T12:29:39Z,main,0,0,27516.0,,,,1.0,1.0,1.0,0.0,0.0
Forgejo,buildacubesat-project,bac-structure,210848,2024-04-24T14:44:40Z,2025-04-03T15:49:22Z,main,1,0,74755.0,NOASSERTION,,,30.0,1.0,2.0,0.0,0.0
Forgejo,clambin,seals,419045,2025-04-07T14:30:57Z,2025-04-08T14:02:44Z,main,0,0,104217.0,MIT,Go,"{""Go"": {""size"": 27715, ""percentage"": ""100.00""}}",31.0,1.0,3.0,23.0,23.0
Forgejo,rahulporuri,talks,424547,2025-04-09T14:12:57Z,2025-04-10T03:44:41Z,main,0,0,3126001.0,,,,2.0,2.0,1.0,0.0,0.0
Forgejo,giXzkGsc,Minus-Protocol,57636,2022-08-06T17:59:37Z,2025-04-10T14:34:42Z,main,1,0,20646209.0,GPL-3.0,Shell,"{""Shell"": {""size"": 4933, ""percentage"": ""100.00""}}",450.0,1.0,1.0,0.0,0.0
Forgejo,ljnsn,forgejo-runner,400281,2025-03-30T20:23:57Z,2025-04-09T20:51:35Z,main,0,0,30258.0,,,,8.0,1.0,2.0,2.0,0.0
Forgejo,GCdM,maidiyi,416294,2025-04-06T12:02:31Z,2025-04-06T14:53:40Z,main,0,0,109528.0,,Lua,"{""Lua"": {""size"": 52679, ""percentage"": ""100.00""}}",37.0,1.0,1.0,0.0,0.0
Forgejo,COMP354Winter2025,VulReporter,308059,2025-01-21T00:02:55Z,2025-04-13T02:25:27Z,main,5,11,18904832.0,,Python,"{""Python"": {""size"": 57542, ""percentage"": ""69.76""}, ""HTML"": {""size"": 24753, ""percentage"": ""30.01""}, ""JavaScript"": {""size"": 195, ""percentage"": ""0.24""}}",156.0,6.0,37.0,48.0,24.0
Forgejo,gxjh,Mp4,420803,2025-04-08T05:02:32Z,2025-04-08T05:02:32Z,main,0,0,24101.0,,,,,0.0,0.0,0.0,
Forgejo,vivi90,react-splash-screen,165422,2023-11-28T22:02:13Z,2025-04-12T22:27:45Z,main,0,0,244045.0,NOASSERTION,TypeScript,"{""Dockerfile"": {""size"": 322, ""percentage"": ""5.52""}, ""HTML"": {""size"": 687, ""percentage"": ""11.77""}, ""CSS"": {""size"": 1951, ""percentage"": ""33.42""}, ""TypeScript"": {""size"": 2863, ""percentage"": ""49.05""}, ""MDX"": {""size"": 14, ""percentage"": ""0.24""}}",22.0,3.0,2.0,0.0,0.0
Forgejo,0011_LT,ansible,424643,2025-04-09T15:06:31Z,2025-04-09T16:39:04Z,main,0,0,40164.0,MIT,,,2.0,1.0,1.0,0.0,0.0
Forgejo,Robosats,robosats,337129,2025-02-16T11:11:01Z,2025-04-14T08:07:15Z,main,1,0,455780812.0,AGPL-3.0,Python,"{""Dockerfile"": {""size"": 6331, ""percentage"": ""0.19""}, ""Python"": {""size"": 2128036, ""percentage"": ""64.42""}, ""TypeScript"": {""size"": 1032103, ""percentage"": ""31.24""}, ""Shell"": {""size"": 11274, ""percentage"": ""0.34""}, ""JavaScript"": {""size"": 5919, ""percentage"": ""0.18""}, ""CSS"": {""size"": 36784, ""percentage"": ""1.11""}, ""EJS"": {""size"": 4513, ""percentage"": ""0.14""}, ""Ruby"": {""size"": 1271, ""percentage"": ""0.04""}, ""Starlark"": {""size"": 602, ""percentage"": ""0.02""}, ""Java"": {""size"": 43973, ""percentage"": ""1.33""}, ""Kotlin"": {""size"": 17323, ""percentage"": ""0.52""}, ""Makefile"": {""size"": 1507, ""percentage"": ""0.05""}, ""C++"": {""size"": 6967, ""percentage"": ""0.21""}, ""Objective-C"": {""size"": 2387, ""percentage"": ""0.07""}, ""Objective-C++"": {""size"": 4445, ""percentage"": ""0.13""}}",2683.0,53.0,115.0,0.0,0.0
Forgejo,MessingWithComputers,pyBackup,319164,2025-02-05T09:15:14Z,2025-04-05T05:52:23Z,main,0,0,89384.0,GPL-3.0,Python,"{""Python"": {""size"": 11802, ""percentage"": ""100.00""}}",5.0,1.0,1.0,0.0,0.0
Forgejo,myconet,myconet,295323,2024-12-26T08:50:27Z,2025-04-05T11:15:57Z,develop,0,0,1035468.0,AGPL-3.0,Elixir,"{""Shell"": {""size"": 216, ""percentage"": ""0.05""}, ""Elixir"": {""size"": 433401, ""percentage"": ""92.50""}, ""Dockerfile"": {""size"": 2432, ""percentage"": ""0.52""}, ""CSS"": {""size"": 6110, ""percentage"": ""1.30""}, ""JavaScript"": {""size"": 1376, ""percentage"": ""0.29""}, ""HTML"": {""size"": 24822, ""percentage"": ""5.30""}, ""Nix"": {""size"": 161, ""percentage"": ""0.03""}}",298.0,2.0,1.0,,
