platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors,#issues,#pull_requests
Gitea,satishn,AwsECSTest,87992,2025-01-27T11:39:29Z,2025-01-28T10:27:36Z,master,0,0,52394.0,,C#,"{""C#"": {""size"": 1765, ""percentage"": ""87.46""}, ""Dockerfile"": {""size"": 253, ""percentage"": ""12.54""}}",2.0,1.0,1.0,0.0,0.0
Gitea,wheresalice,everystop,72964,2024-11-17T12:07:19Z,2024-11-17T12:08:29Z,main,0,0,42213.0,,Python,"{""Python"": {""size"": 5322, ""percentage"": ""100.00""}}",19.0,1.0,3.0,0.0,0.0
Gitea,sjcommon,Hello.python,69017,2024-10-03T11:26:26Z,2024-10-03T11:35:18Z,master,0,0,26996.0,,Python,"{""Python"": {""size"": 197, ""percentage"": ""100.00""}}",2.0,1.0,1.0,0.0,0.0
Gitea,Dunky13,gitea-helm-chart-old,17987,2021-02-26T14:14:34Z,2024-12-28T17:40:22Z,master,0,0,91516.0,MIT,Mustache,"{""Mustache"": {""size"": 3962, ""percentage"": ""100.00""}}",95.0,1.0,47.0,0.0,0.0
Gitea,philosopher033427615,system-instructions-prompt-llm-chatgpt-ai,72149,2024-11-13T13:14:08Z,2024-11-13T13:14:10Z,main,1,0,33494.0,MIT,,,3.0,1.0,1.0,0.0,0.0
Gitea,weigmannk,Images,88236,2025-01-30T15:13:32Z,2025-01-30T15:22:37Z,main,0,0,26372.0,,,,2.0,1.0,1.0,0.0,0.0
Gitea,morvicool,alexkalashyan.ru,86545,2025-01-15T20:22:09Z,2025-03-13T11:40:57Z,main,0,0,541009.0,NOASSERTION,TypeScript,"{""JavaScript"": {""size"": 546, ""percentage"": ""1.96""}, ""TypeScript"": {""size"": 25268, ""percentage"": ""90.69""}, ""HTML"": {""size"": 444, ""percentage"": ""1.59""}, ""CSS"": {""size"": 1604, ""percentage"": ""5.76""}}",14.0,1.0,1.0,0.0,0.0
Gitea,neironk,test,69279,2024-10-07T17:12:50Z,2024-10-07T17:12:51Z,main,0,0,24102.0,,,,,0.0,0.0,0.0,
Gitea,dorirri,cyberease,71482,2024-11-06T01:52:56Z,2024-11-15T06:24:50Z,main,0,0,23736852.0,MIT,HTML,"{""Go"": {""size"": 22363, ""percentage"": ""6.82""}, ""HTML"": {""size"": 180730, ""percentage"": ""55.12""}, ""CSS"": {""size"": 73018, ""percentage"": ""22.27""}, ""JavaScript"": {""size"": 51802, ""percentage"": ""15.80""}}",11.0,2.0,4.0,0.0,0.0
Gitea,its-library,ebp-librigo,87544,2025-01-23T08:49:57Z,2025-03-18T06:40:47Z,main,0,0,57383296.0,,PHP,"{""PHP"": {""size"": 172110, ""percentage"": ""52.30""}, ""JavaScript"": {""size"": 153610, ""percentage"": ""46.68""}, ""CSS"": {""size"": 2602, ""percentage"": ""0.79""}, ""Blade"": {""size"": 746, ""percentage"": ""0.23""}}",50.0,6.0,2.0,17.0,17.0
Gitea,adrianogtl,polyglot-code,94832,2025-03-22T01:36:32Z,2025-03-22T01:36:33Z,main,0,0,28493.0,MIT,,,1.0,1.0,1.0,0.0,0.0
Gitea,Dynamic,B.A.C.,91009,2025-03-04T15:30:41Z,2025-03-14T18:25:02Z,main,0,0,28403.0,MIT,,,3.0,1.0,1.0,0.0,0.0
Gitea,tanisha-samant,SentinalAI,90207,2025-02-24T15:27:19Z,2025-02-24T15:27:19Z,main,0,0,24115.0,,,,,0.0,0.0,0.0,
Gitea,daasharold,Hotel_In_Kanyakumari,59707,2024-06-20T09:16:43Z,2024-06-20T09:16:43Z,main,0,0,,,,,,,,,
Gitea,Seatwoom,kursova4,74410,2024-12-02T21:42:20Z,2024-12-02T22:04:16Z,master,0,0,65158.0,,C,"{""C++"": {""size"": 2270, ""percentage"": ""31.02""}, ""C"": {""size"": 5047, ""percentage"": ""68.98""}}",2.0,1.0,1.0,0.0,0.0
Gitea,mohakobi7,KOBY-S,87131,2025-01-19T23:14:15Z,2025-01-19T23:25:26Z,master,0,0,69288058.0,NOASSERTION,JavaScript,"{""JavaScript"": {""size"": 338375, ""percentage"": ""73.03""}, ""Python"": {""size"": 65277, ""percentage"": ""14.09""}, ""HTML"": {""size"": 48991, ""percentage"": ""10.57""}, ""CSS"": {""size"": 3179, ""percentage"": ""0.69""}, ""Shell"": {""size"": 4247, ""percentage"": ""0.92""}, ""Batchfile"": {""size"": 2638, ""percentage"": ""0.57""}, ""NSIS"": {""size"": 611, ""percentage"": ""0.13""}}",4767.0,1.0,53.0,0.0,0.0
Gitea,conor.h.johnston,test-runner,60061,2024-06-25T19:25:23Z,2024-06-25T19:40:28Z,main,0,0,27081.0,,,,5.0,1.0,1.0,0.0,0.0
Gitea,ZeyFox,test,70699,2024-10-26T13:02:43Z,2024-10-26T13:02:59Z,main,0,0,10624399.0,,,,1.0,1.0,1.0,0.0,0.0
Gitea,SkyEye_FAST,lab,89461,2025-02-15T11:20:16Z,2025-02-15T11:22:07Z,main,0,0,273363006.0,,,,1.0,1.0,1.0,0.0,0.0
Gitea,bcreighton,Test,61799,2024-07-18T21:28:38Z,2024-07-18T21:28:38Z,main,0,0,24105.0,,,,,0.0,0.0,0.0,
Gitea,Yasir00,best-budget-goose-call,70049,2024-10-19T16:54:00Z,2024-10-19T16:54:01Z,master,0,0,258652.0,,HTML,"{""HTML"": {""size"": 254, ""percentage"": ""80.63""}, ""JavaScript"": {""size"": 30, ""percentage"": ""9.52""}, ""SCSS"": {""size"": 31, ""percentage"": ""9.84""}}",1.0,1.0,1.0,3.0,0.0
Gitea,ChristopherHX,garm-k8s-example,95828,2025-04-04T15:24:49Z,2025-04-05T20:19:00Z,main,0,0,189428.0,,,,5.0,1.0,2.0,0.0,0.0
Gitea,devdot4,test,65090,2024-08-16T01:08:08Z,2024-08-16T01:08:08Z,main,0,0,24102.0,,,,,0.0,0.0,0.0,
Gitea,leehaiyan,test123,82222,2024-12-24T06:25:27Z,2024-12-24T06:25:28Z,master,0,0,26490.0,,,,1.0,1.0,1.0,0.0,0.0
Gitea,95277,95277,89791,2025-02-19T06:59:49Z,2025-02-19T10:24:24Z,main,0,0,,,,,,,,,
Gitea,rifkiy330,spectre,84872,2025-01-07T09:49:33Z,2025-01-07T09:50:17Z,main,0,0,,,,,,,,,
Gitea,Doh9,123,73241,2024-11-21T09:22:55Z,2024-11-21T09:22:55Z,main,0,0,,,,,,,,,
Gitea,deyes64470,1,71188,2024-11-02T06:47:20Z,2024-11-27T02:55:55Z,main,0,0,,,,,,,,,
Gitea,farfind,SABox_PL,61777,2024-07-18T06:09:22Z,2024-07-18T11:53:02Z,main,0,0,62750.0,NOASSERTION,C++,"{""Python"": {""size"": 385, ""percentage"": ""1.62""}, ""C++"": {""size"": 23392, ""percentage"": ""98.38""}}",5.0,1.0,1.0,0.0,0.0
Gitea,bdmacl1,Floccus,66819,2024-09-04T16:07:25Z,2024-09-04T16:20:48Z,main,0,0,216674.0,,,,2.0,1.0,1.0,0.0,0.0
Gitea,madhanraj_official,canister_repo,69632,2024-10-13T16:46:48Z,2024-10-13T16:46:48Z,master,0,0,26610.0,,,,1.0,1.0,1.0,0.0,0.0
Gitea,xxq250,force-test,39406,2023-08-04T07:27:11Z,2024-12-10T08:45:04Z,main,0,0,28068.0,,,,2.0,2.0,1.0,0.0,0.0
Gitea,jiaxinyang1,test-lfs,69652,2024-10-14T02:32:04Z,2024-10-14T02:32:08Z,master,0,0,27755.0,,,,4.0,1.0,1.0,0.0,0.0
Gitea,qorri-di,Pentesting-Tools,65261,2024-08-19T14:08:52Z,2024-08-19T14:08:52Z,main,0,0,24115.0,,,,,0.0,0.0,0.0,
Gitea,Utkarsh-Arora,Example,70808,2024-10-28T04:58:53Z,2024-10-28T04:58:53Z,main,0,0,24111.0,,,,,0.0,0.0,0.0,
Gitea,Caravel,caravel-sdk-python-core,73692,2024-11-25T20:00:21Z,2024-11-25T20:00:21Z,main,0,0,24121.0,,,,,0.0,0.0,0.0,
Gitea,KirillBlohin1998,Eeeeee,69379,2024-10-09T12:50:35Z,2024-10-09T12:52:02Z,main,0,0,44512.0,,Swift,"{""Swift"": {""size"": 9259, ""percentage"": ""100.00""}}",1.0,1.0,1.0,0.0,0.0
Gitea,siquan001,hello,89034,2025-02-11T03:37:42Z,2025-02-11T03:37:42Z,main,0,0,24105.0,,,,,0.0,0.0,0.0,
Gitea,gyjune,ouge,59704,2024-06-20T08:59:10Z,2024-06-21T02:13:13Z,main,0,0,,,,,,,,,
Gitea,nabhan,cek2024,65833,2024-08-25T18:14:23Z,2024-08-25T18:19:23Z,main,0,0,,,,,,,,,
Gitea,daibangsamac,gitDemo,90155,2025-02-24T01:01:24Z,2025-03-03T02:21:09Z,main,0,0,82740.0,,C++,"{""C++"": {""size"": 139, ""percentage"": ""100.00""}}",7.0,2.0,3.0,0.0,0.0
Gitea,3bvz,vault,84587,2025-01-05T15:53:57Z,2025-01-05T16:42:43Z,main,0,0,34415.0,,Lua,"{""Lua"": {""size"": 6061, ""percentage"": ""100.00""}}",8.0,1.0,1.0,0.0,0.0
Gitea,mcw77pro,mcw77-pro,59203,2024-06-14T06:00:34Z,2024-06-14T06:00:34Z,main,0,0,,,,,,,,,
Gitea,TinyWin,Tiny11,87850,2025-01-24T21:22:52Z,2025-01-24T21:22:52Z,main,0,0,24104.0,,,,,0.0,0.0,0.0,
