Platform,Name,Stars,Forks,Open Issues,Created At,Updated At,Size,Language
Codeberg,streams,0,0,0,2023-03-17T16:07:43Z,2024-12-03T04:34:20Z,160466,PHP
Codeberg,streams-addons,0,0,0,2023-03-17T16:08:16Z,2024-12-03T04:34:20Z,107863,PHP
Codeberg,docs.eduvpn.org,0,0,0,2023-03-17T17:00:38Z,2024-12-03T09:07:13Z,89,CSS
Codeberg,http4s-tapir.g8,1,1,0,2020-10-27T16:28:46Z,2024-12-03T04:12:12Z,118,Scala
Codeberg,lugsdaek,0,0,0,2020-10-27T18:20:01Z,2024-12-03T04:12:13Z,488,Java
Codeberg,anoxinon-web-media,0,0,0,2020-10-27T18:58:31Z,2024-12-03T04:12:13Z,115199,HTML
Codeberg,peerd,0,0,0,2023-03-18T01:03:23Z,2024-12-03T04:34:19Z,162,Rust
Codeberg,dotfiles,0,0,0,2023-03-18T09:03:22Z,2024-12-03T04:34:20Z,34164,Python
Codeberg,cyberpunkgen,1,1,0,2020-10-27T20:39:06Z,2024-12-03T04:12:13Z,227,Go
Codeberg,lp3thw,0,0,0,2020-10-27T20:45:35Z,2024-12-03T04:12:13Z,485,Python
Codeberg,cyberpunkgen,0,0,0,2020-10-27T21:00:55Z,2024-12-03T04:12:13Z,228,Go
Codeberg,icons-ic-react,0,0,0,2023-03-18T13:43:43Z,2024-12-03T04:34:21Z,42,JavaScript
Codeberg,math,0,0,0,2020-10-27T21:38:57Z,2024-12-03T04:12:13Z,130,C
Codeberg,abyss,2,0,0,2023-03-18T15:10:22Z,2024-12-03T04:34:20Z,555,GDScript
Codeberg,gpoi-web-crypto,0,0,0,2023-03-18T15:16:59Z,2024-12-03T04:34:20Z,141,TypeScript
Codeberg,test-org,0,0,0,2023-03-18T16:35:54Z,2024-12-03T04:34:21Z,29,Rust
Codeberg,run-cpp-kate,0,0,0,2023-03-18T19:03:24Z,2024-12-03T04:34:20Z,41,
Codeberg,mylisp,0,0,0,2023-03-18T20:30:29Z,2024-12-03T04:34:21Z,48,Rust
Codeberg,recepies,0,0,0,2020-10-28T06:50:53Z,2024-12-03T04:12:14Z,110,
Codeberg,dot-emacs,0,0,0,2023-03-18T20:39:58Z,2024-12-03T04:34:21Z,373,Emacs Lisp
Codeberg,humoroid-data-capture,0,0,0,2023-03-18T20:59:39Z,2024-12-03T04:34:22Z,35,Python
Codeberg,md,0,0,0,2020-10-28T07:26:48Z,2024-12-03T04:12:14Z,860,TeX
Codeberg,website,0,0,0,2023-03-18T23:55:18Z,2024-12-03T04:34:21Z,14020,HTML
Codeberg,ScifiBadge,0,0,0,2023-03-19T00:22:18Z,2024-12-03T04:34:22Z,785,C++
Codeberg,tilix-colors,1,0,0,2020-10-28T14:46:05Z,2024-12-03T04:12:12Z,1516,
Codeberg,Idris2-Translation,0,0,0,2023-03-19T10:44:53Z,2024-12-03T04:34:21Z,38,
Codeberg,webskat,0,0,2,2023-03-19T11:10:47Z,2024-12-03T04:34:22Z,396,Rust
Codeberg,MIDBMS-Idris,0,0,0,2023-03-19T11:18:21Z,2023-03-19T11:18:21Z,24,
Codeberg,MIDBMS,0,0,0,2023-03-19T11:20:56Z,2023-03-19T11:20:56Z,24,
Codeberg,MIC-Idris,0,0,0,2023-03-19T11:40:00Z,2023-03-19T11:40:00Z,24,
Codeberg,MIdocs-Generator-Idris,0,0,0,2023-03-19T11:52:30Z,2023-03-19T11:52:30Z,24,
Codeberg,MIAnalysis,0,0,0,2023-03-19T11:59:48Z,2023-03-19T11:59:48Z,24,
Codeberg,Hegelectica-Idris,0,0,0,2023-03-19T12:37:39Z,2023-03-19T12:41:51Z,24,
Codeberg,mDu,0,0,0,2023-03-19T15:14:50Z,2024-12-03T04:34:22Z,31,Shell
Codeberg,shtola,0,0,0,2023-03-19T15:23:29Z,2024-12-03T04:34:22Z,163,Rust
Codeberg,zsh-mzpm,0,0,0,2023-03-19T15:55:57Z,2024-12-03T04:34:22Z,28,Shell
Codeberg,arch-post-install,0,0,0,2023-03-19T16:11:17Z,2024-12-03T04:34:22Z,88,Shell
Codeberg,linux-library,0,0,0,2020-10-28T15:40:18Z,2024-12-03T04:12:12Z,274,Markdown
Codeberg,lp-viewer,0,0,0,2023-03-19T18:55:20Z,2024-12-03T04:34:24Z,56,Shell
Codeberg,percent,0,0,0,2023-03-19T19:06:11Z,2024-12-03T04:34:24Z,68,Go
Codeberg,codeberg-documentation,0,0,0,2023-03-19T20:02:03Z,2024-12-03T04:34:21Z,12475,Nunjucks
Codeberg,pages,11,0,3,2020-10-28T16:23:53Z,2024-12-03T04:12:12Z,349,CSS
Codeberg,ticktock,0,0,0,2023-03-19T22:42:32Z,2024-12-03T04:34:24Z,5868,Jupyter Notebook
Codeberg,oop-lab3,0,0,0,2023-03-19T23:02:15Z,2024-12-03T04:34:22Z,130,C#
Codeberg,lospec-scrap,0,0,0,2020-10-28T17:17:03Z,2024-12-03T04:12:12Z,128,Go
Codeberg,trinkets,0,0,0,2023-03-20T02:48:01Z,2024-12-03T04:34:23Z,98,Svelte
Codeberg,humoroid-jokes-generator,0,0,0,2023-03-20T04:28:15Z,2024-12-03T04:34:24Z,35,Python
Codeberg,mensa-analytics,2,0,0,2020-10-28T19:34:09Z,2024-12-03T04:12:12Z,1810,Python
Codeberg,gostashcat,0,0,0,2023-03-20T07:33:08Z,2024-12-03T04:34:23Z,108,Go
Codeberg,fanucrobotics,0,0,0,2023-03-20T10:48:08Z,2023-03-20T10:48:08Z,24,
Codeberg,OverpassTurbo_bicycle_query,1,1,0,2020-10-28T21:38:38Z,2024-12-03T04:12:12Z,726,
Codeberg,vin,4,0,0,2023-03-20T11:49:11Z,2024-12-03T04:34:24Z,114,Nim
Codeberg,stashcat-api-doku,0,0,0,2023-03-20T13:39:17Z,2024-12-03T04:34:23Z,112,
Codeberg,periodicmatrix,1,0,0,2023-03-20T16:01:20Z,2024-12-03T04:34:25Z,29,Shell
Codeberg,infinite-quiz-backend,0,0,0,2023-03-20T17:00:18Z,2024-12-03T04:34:25Z,105,
Codeberg,mastodon.el,0,0,0,2023-03-20T17:24:14Z,2024-12-03T04:34:24Z,3904,Emacs Lisp
Codeberg,informatica-esercitazione-compito,0,0,0,2023-03-20T17:48:30Z,2024-12-03T04:34:24Z,31,PHP
Codeberg,project-sekkei,0,0,0,2020-10-29T06:05:29Z,2024-12-03T04:12:13Z,224,Dart
Codeberg,sensor-bar,0,0,0,2023-03-20T22:07:48Z,2024-12-03T04:34:25Z,2775,
Codeberg,PowerShell,0,0,0,2023-03-20T22:08:08Z,2023-03-20T22:08:08Z,24,
Codeberg,Python,0,0,0,2023-03-20T22:08:24Z,2023-03-20T22:08:25Z,24,
Codeberg,codeberg-projects,0,0,0,2023-03-20T22:59:44Z,2024-12-03T04:34:24Z,45,
Codeberg,compiz-easy-patch,1,1,1,2020-10-29T07:34:50Z,2024-12-03T04:12:13Z,58,Shell
Codeberg,asciidoctor-presentation-docker,0,0,0,2019-07-17T12:21:18Z,2024-12-03T04:09:28Z,382,Ruby
Codeberg,tabella-angular,0,0,0,2023-03-21T07:32:02Z,2024-12-03T04:34:25Z,280,TypeScript
Codeberg,bst,0,0,0,2023-03-21T12:24:43Z,2024-12-03T04:34:27Z,72,Common Lisp
Codeberg,cl-in-memory-streams,0,0,0,2023-03-21T12:34:01Z,2024-12-03T04:34:27Z,76,Common Lisp
Codeberg,manjaro-tools,0,0,0,2020-10-29T13:06:12Z,2024-12-03T04:12:13Z,6883,Shell
Codeberg,Quejas,0,0,0,2023-03-21T12:37:22Z,2024-12-03T04:34:24Z,2518,HTML
Codeberg,cl-octet-streams,1,0,0,2023-03-21T12:38:07Z,2024-12-03T04:34:24Z,78,Common Lisp
Codeberg,cl-lzlib,0,0,0,2023-03-21T12:41:33Z,2024-12-03T04:34:24Z,648,Common Lisp
Codeberg,cl-zstd,2,0,0,2023-03-21T12:43:59Z,2024-12-03T04:34:25Z,598,Common Lisp
Codeberg,simple-neural-network,1,0,0,2023-03-21T12:46:47Z,2024-12-07T10:30:09Z,11427,Common Lisp
Codeberg,arch-info,0,0,0,2023-03-21T12:49:55Z,2024-12-03T04:34:25Z,40,C
Codeberg,simple-parallel-tasks,0,0,0,2023-03-21T12:52:52Z,2024-12-03T04:34:25Z,45,Common Lisp
Codeberg,pykube-ng,0,0,0,2020-10-29T13:09:43Z,2024-12-03T04:12:13Z,615,Python
Codeberg,utm-ups,0,0,0,2023-03-21T12:55:41Z,2024-12-03T04:34:25Z,70,Common Lisp
Codeberg,mgrs,0,0,0,2023-03-21T12:57:03Z,2024-12-03T04:34:25Z,46,Common Lisp
